Morning Snack1,Morning Snack2,Lunch1,Lunch2,Lunch3,Lunch4,Lunch5,Afternoon Snack1,Afternoon Snack2,Dinner1,Dinner2,Dinner3,Dinner4,Dinner5
S_perilla seed tofu porridge,#N/A,steamed sweet millet rice,bean sprout soup,braised cod in sweet soy sauce,seasoned spinach,radish kimchi cubes,S_sandwich,S_barley tea,steamed rice with black beans,Sujebi,stir-fried pork chops,perilla leaf in soy sauce,napa cabbage kimchi
S_seafood porridge,#N/A,steamed millet rice,persimmon pine nut soup,braised chicken and walnut,stir-fried seaweed stem,napa cabbage kimchi,S_soy-based mixed noodles,S_barley tea,steamed black rice,beef soy paste soup,soft tofu + marinade sauce,grilled salted seaweed,napa cabbage kimchi
S_milk (200ml),#N/A,steamed rice with beef and napa cabbage,fried tofu soy paste soup,#N/A,fruit salad,radish kimchi cubes,S_steamed rice cake,S_barley tea,steamed sweet millet rice,kimchi soup,steamed eggs with vegetables,seasoned salad with bean sprout,radish kimchi cubes
S_spinach porridge,#N/A,steamed millet rice,mushroom soy paste soup,stir-fried pork,(chilli powder-free) fresh kimchi with lettuce,radish kimchi cubes,S_veggie rice ball,S_barley tea,steamed rice with black beans,napa cabbage soy paste soup,braised beef and burdock slices,seasoned salad with sea lettuce,radish kimchi cubes
S_broccoli porridge,#N/A,steamed white rice,short rib beef soup,pan-fried soft crab,stir-fried anchovy,napa cabbage kimchi,S_fried potato with butter,S_milk (150ml),steamed black rice,tofu soy paste soup,steamed pork slices,steamed cabbage wraps + soy red chilli paste,radish kimchi cubes
S_dried pollack porridge,#N/A,curried rice with chicken,miso paste soup,#N/A,seasoned salad with cucumber,napa cabbage kimchi,S_honey-filled rice cake,S_milk (150ml),steamed sweet millet rice,potato onion soup,grilled mackerel,seasoned salad with broccoli in vinegar marinade,napa cabbage kimchi
S_zucchini porridge,#N/A,steamed millet rice,acorn jelly soup,rolled omelette with cheese,seasoned salad with napa cabbage in soy paste,radish kimchi cubes,S_soboro bun (streusel-like crusted bread),S_barley tea,steamed white rice,dried pollack soup,stir-fried chicken in soy sauce,cucumber salad,napa cabbage kimchi
S_rice crust porridge,#N/A,steamed millet rice,bokchoy soy paste soup,stir-fried beef and pineapple,steamed chive and bean powder,radish kimchi cubes,S_sweet pumpkin salad,S_barley tea,steamed millet rice,clam soup,stir-fried barbequed pork in soy sauce,seasoned green bean sprout,napa cabbage kimchi
S_milk (200ml),#N/A,barbequed pork rice bowl,seaweed soup,#N/A,S_kiwi,radish kimchi cubes,S_rice cake with bean paste,S_barley tea,steamed black rice,rich soy paste stew,steamed seafood,seasoned salad with acorn jelly and salted seaweed,radish kimchi cubes
S_potato porridge,#N/A,steamed sweet millet rice,cuttlefish soup,soft tofu + marinade sauce,deep-fried lotus root,napa cabbage kimchi,S_udon (white wheat noodles),#N/A,steamed white rice,clam chive soup,steamed beef with sweet pumpkin,seasoned bokchoy,radish kimchi cubes
S_vegetable potato porridge,#N/A,steamed millet rice,spinach soy paste soup,braised pork in soy sauce,seasoned salad with bean sprout,napa cabbage kimchi,S_steamed sweet potato,S_milk (150ml),steamed millet rice,soft tofu soup (mild flavor),stir-fried cuttlefish and rice cake,grilled salted seaweed,napa cabbage kimchi
S_chicken veggie porridge,#N/A,stir-fried rice with shrimp and vegetables,zucchini soup,#N/A,S_apple,napa cabbage kimchi,S_hot dog,S_barley tea,steamed millet rice,bean sprout soup,stir-fried pork and paprika,seasoned salad with nuts and spinach,napa cabbage kimchi
S_chard porridge,#N/A,steamed white rice,egg soup,pan-fried meat dumpling,seasoned perilla leaf,napa cabbage kimchi,S_fried pancake,S_barley tea,steamed rice with black beans,shrimp soup,steamed chicken,pan-fried zucchini,napa cabbage kimchi
S_shirimp vegetable porridge,#N/A,steamed white rice,clam seaweed soup,barbequed pork,braised potato,napa cabbage kimchi,S_cake,S_milk (150ml),steamed millet rice,soy puree stew,grilled mackerel,seasoned bokchoy,napa cabbage kimchi
S_oatmeal porridge,#N/A,steamed black rice,fried tofu soy paste soup,braised chicken and beef in soy sauce with rice cake,seasoned cabbage,radish kimchi cubes,S_pan-fried pollack,S_barley tea,steamed millet rice,shrimp seaweed soup,stir-fried vegetables and ham,seasoned spring cabbage,napa cabbage kimchi
S_milk (200ml),#N/A,stir-fried rice with chives,mussel soup,#N/A,cucumber and tomato salad (balsamic vinegar dressing),radish kimchi cubes,S_croissant,S_barley tea,steamed white rice,dried pollack soup,roasted pork in soy paste,seasoned salad with lettuce in vinegar marinade,radish kimchi cubes
S_pak choi porridge,#N/A,steamed white rice,persimmon pine nut soup,braised eggs in soy sauce,seasoned salad with canola in soy paste,napa cabbage kimchi,S_rice ball with seaweed flakes,#N/A,steamed millet rice,cabbage soy paste soup,braised chicken and lotus root,stir-fried anchovy and paprika,radish kimchi cubes
S_black sesame porridge,#N/A,steamed millet rice,rice cake soup,stir-fried pork with perilla leaves,braised burdock slices,napa cabbage kimchi,S_fruit salad,S_milk (150ml),steamed sweet millet rice,canola soy paste soup,braised beef and potato,seasoned salad with sea lettuce,napa cabbage kimchi
S_sweet potato porridge,#N/A,cuttlefish rice bowl,soy puree stew,#N/A,seasoned salad with spring parsley in yuzu marinade,radish kimchi cubes,S_snow white rice cake,S_milk (150ml),steamed white rice,pork kimchi stew,grilled tofu + marinade sauce,seasoned salad with cucumber and chive,radish kimchi cubes
S_sweet pumpkin porridge,#N/A,steamed black rice,seaweed daikon soup,spicy stir-fried chicken,seasoned oyster mushroom,napa cabbage kimchi,S_pancake,S_barley tea,steamed millet rice,fried fish paste soup,stir-fried cuttlefish and vegetables,seasoned salad with spring parsley,radish kimchi cubes
S_corn porridge,#N/A,steamed millet rice,chard soy paste soup,steamed beef rib,stir-fried dried pollack,napa cabbage kimchi,S_soft tofu salad (oriental dressing),S_barley tea,steamed sweet brown rice,dried pollack soup,braised chicken and lotus root,seasoned salad with sea lettuce,napa cabbage kimchi
S_milk (200ml),#N/A,steamed rice with black soy pork,miso paste soup,mini-mandu (dumpling),S_tangerine,radish kimchi cubes,S_grilled rice cake,S_barley tea,steamed white rice,chicken bone soup,stir-fried rice with shrimp,seasoned daikon,napa cabbage kimchi
S_soft crab porridge,#N/A,steamed rice with black beans,shepherd's purse soy paste soup,stir-fried chicken in black soy,seasoned green bean sprout,napa cabbage kimchi,S_stir-fried udon (white wheat noodles),#N/A,steamed white rice,soft tofu stew,stir-fried beef and broccoli,seasoned chard,napa cabbage kimchi
S_kimchi cheese  porridge,#N/A,steamed sweet millet rice,clam seaweed soup,braised quail eggs in ketchup,seasoned zucchini,radish kimchi cubes,S_cream bun,S_milk (150ml),steamed millet rice,mushroom soup,braised chicken drumsticks,seasoned salad with shepherd's purse in soy paste,radish kimchi cubes
S_Pyogo mushroom porridge,#N/A,stir-fried rice with pork and kimchi,bean sprout soup,#N/A,stir-fried potato,radish kimchi cubes,S_macaroni and vegetables salad,S_barley tea,steamed millet rice,egg soup,stir-fried vegetables and ham,seasoned salad with tomato and chicory,napa cabbage kimchi
S_shirimp vegetable porridge,#N/A,steamed white rice,tofu soy paste soup,barbequed beef,seasoned salad with broccoli in vinegar marinade,napa cabbage kimchi,S_sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S_barley tea,steamed black rice,freshwater snail soy paste soup,barbequed pork and spring onion,seasoned salad with bean sprout and salted seaweed,napa cabbage kimchi
S_rice crust porridge,#N/A,steamed millet rice,mandu (dumpling) soup,grilled Spanish mackerel,seasoned spring cabbage,radish kimchi cubes,S_fermented rice cake,S_barley tea,steamed white rice,shrimp soup,barbequed beef,seasoned bokchoy,napa cabbage kimchi
S_milk (200ml),#N/A,tuna rice ball,mini-noodle soup,#N/A,S_banana,napa cabbage kimchi,S_sweet red bean bun,S_barley tea,steamed sweet millet rice,dried radish leaf soy paste soup,braised chicken and walnut,fresh kimchi with chive,radish kimchi cubes
S_tofu vegetable porridge,#N/A,steamed black rice,zucchini soy paste soup,pan-fried sausage,stir-fried chwinamul,radish kimchi cubes,S_acorn jelly soup with rice,#N/A,steamed millet rice,spring cabbage soy paste soup,beef chops,stir-fried thistle,radish kimchi cubes
S_spinach porridge,#N/A,steamed rice with black beans,bokchoy soy paste soup,steamed pork and sweet pumpkin,stir-fried seaweed stem,radish kimchi cubes,S_potato salad,S_milk (150ml),steamed white rice,rich soy paste stew,braised chicken and beef in soy sauce,seasoned salad with canola,radish kimchi cubes
S_chicken porridge,#N/A,Bibimbap with butter and braised beef in soy sauce,daikon perilla seed soup,#N/A,seasoned chive,napa cabbage kimchi,S_pounded rice cake,S_milk (150ml),steamed millet rice,fried tofu soy paste soup,stir-fried pork,seasoned bokchoy,radish kimchi cubes
S_peanut porridge,#N/A,steamed millet rice,Maesaengyi mussel soup,tofu steak,seasoned salad with cucumber,radish kimchi cubes,S_deep-fried lotus root,S_barley tea,steamed black rice,beef soup,stir-fried tuna and vegetables,daikon salad,napa cabbage kimchi
S_tuna veggie porridge,#N/A,steamed white rice,shrimp soup,steamed eggs with vegetables,perilla leaf in soy sauce,napa cabbage kimchi,S_pan-fried kimchi,S_barley tea,steamed sweet millet rice,bean sprout soup,braised chicken and sweet pumpkin,seasoned spring cabbage,napa cabbage kimchi
S_milk (200ml),#N/A,stir-fried rice with chicken and paprika,dried pollack soup,royal-style tteokbokki (stir-fried rice cake),#N/A,napa cabbage kimchi,S_soboro bun (streusel-like crusted bread),S_barley tea,steamed rice with black beans,bean powder napa cabbage soup,braised mackerel,seasoned cucumber,radish kimchi cubes
S_veggie porridge,#N/A,steamed rice with black beans,potato onion soup,stir-fried beef and cabbage,seasoned salad with bean sprout,radish kimchi cubes,S_rice ball with fried tofu,#N/A,steamed white rice,chard soy paste soup,stir-fried pork and winter celery,braised burdock slices,radish kimchi cubes
S_broccoli soy paste porridge,#N/A,steamed millet rice,chicken stew,braised tofu in marinade sauce,pan-fried sea lettuce,napa cabbage kimchi,S_steamed bread,S_milk (150ml),steamed sweet millet rice,seaweed soup,stir-fried beef and green bean sprout,braised potato,napa cabbage kimchi
S_chard porridge,#N/A,stir-fried rice with sea lettuce and shrimp,mushroom soy paste soup,pan-fried meat ball,#N/A,napa cabbage kimchi,S_rice cake with bean paste,S_barley tea,steamed millet rice,tofu soup,braised chicken in teriyaki sauce,stir-fried broccoli,radish kimchi cubes
S_napa cabbage soy paste porridge,#N/A,steamed white rice,clam chive soup,rolled omelette with salted seaweed,seasoned spinach,radish kimchi cubes,S_stir-fried fish cake with glass noodles,S_barley tea,steamed rice with black beans,kimchi soup,grilled halibut,seasoned mushroom and perilla seed,radish kimchi cubes
S_shirimp vegetable porridge,#N/A,steamed white rice,seaweed soup,barbequed beef,seasoned spring cabbage,radish kimchi cubes,S_cake,S_milk (150ml),steamed black rice,Sujebi,grilled tofu + marinade sauce,mild pan-fried kimchi,radish kimchi cubes
S_dried radish leaves porridge,#N/A,steamed sweet millet rice,mushroom soup,grilled Spanish mackerel with lemon,seasoned salad with lettuce and crown daisy,radish kimchi cubes,S_Yaksik (sweet rice with jujube),S_barley tea,steamed white rice,daikon soup,stir-fried pork and winter celery,braised lotus root,napa cabbage kimchi
S_spinach porridge,#N/A,steamed sweet brown rice,tofu soy paste soup,Korean beef kebab,stir-fried cabbage and dried shrimp,radish kimchi cubes,S_deep-fried sweet pumpkin,S_barley tea,steamed millet rice,kimchi soup,grilled Spanish mackerel in curry,seasoned oyster mushroom,radish kimchi cubes
S_milk (200ml),#N/A,hashed rice,dried pollack soup,#N/A,sedum and black sesame salad,napa cabbage kimchi,S_bread roll,S_barley tea,steamed millet rice,napa cabbage soup,stir-fried chicken,bracken,radish kimchi cubes
S_seaweed porridge,#N/A,steamed millet rice,shepherd's purse soy paste soup,braised Atka mackerel and daikon,pan-fried corn,napa cabbage kimchi,S_fried potato with butter,S_barley tea,steamed white rice,rice cake soup,stir-fried beef and broccoli,seasoned salad with sedum in yuzu marinade,radish kimchi cubes
S_chicken porridge,#N/A,steamed rice with black beans,bean sprout soup,barbequed pork,fresh kimchi with lettuce,radish kimchi cubes,S_Fusilli salad,S_milk (150ml),steamed rice with black beans,red chilli paste stew with potato,grilled Atka mackerel,seasoned shepherd's purse,radish kimchi cubes
S_sweet pumpkin porridge,#N/A,stir-fried rice with tuna and kimchi,tofu soup,fried eggs,#N/A,radish kimchi cubes,S_mocha break,S_milk (150ml),steamed millet rice,seaweed soup,stir-fried pork and cucumber,seasoned salad with bean sprout,napa cabbage kimchi
S_rice crust porridge,#N/A,steamed black rice,spring cabbage soy paste soup,braised beef and konjac,seasoned salad with spring parsley,radish kimchi cubes,S_snow white rice cake,S_barley tea,steamed black rice,egg soup,stir-fried tuna and vegetables,stir-fried stem of paprika and glass noodlee,napa cabbage kimchi
S_black sesame porridge,#N/A,steamed millet rice,clam soup,grilled tofu in teriyaki sauce,stir-fried winter mushroom,napa cabbage kimchi,S_banquet noodles,#N/A,steamed sweet brown rice,beef soup,pan-fried soft crab,seasoned spring cabbage,radish kimchi cubes
S_milk (200ml),#N/A,black soy noodles,#N/A,deep-fried spring rolls,S_cherry tomato,napa cabbage kimchi,S_rice cake with mugwort,S_barley tea,steamed sweet millet rice,dried pollack soup,stir-fried pork and green bean sprout,seasoned spinach,napa cabbage kimchi
S_tofu chive porridge,#N/A,steamed black rice,acorn jelly soup,roasted chicken drumsticks,seasoned salad with sedum in vinegar marinade,napa cabbage kimchi,S_rice ball with seaweed flakes,S_barley tea,steamed white rice,wild chive and crushed tofu soy paste soup,stir-fried beef and bokchoy,bracken,radish kimchi cubes
S_broccoli porridge,#N/A,steamed millet rice,daikon soup,stir-fried cuttlefish + plain noodles,seasoned salad with chwinamul,napa cabbage kimchi,S_steamed sweet potato,S_milk (150ml),steamed rice with black beans,soy puree stew,steamed chicken,seasoned salad with acorn jelly,radish kimchi cubes
S_sweet potato porridge,#N/A,barbequed beef rice bowl,napa cabbage soup,#N/A,sweet pumpkin salad,radish kimchi cubes,S_mini-mandu (dumpling),S_barley tea,steamed sweet millet rice,cuttlefish soup,pan-fried meat dumpling,seasoned salad with chwinamul in soy paste,napa cabbage kimchi
S_mung bean porridge,#N/A,steamed rice with black beans,egg soup,stir-fried tofu and vegetables,seasoned oyster mushroom,radish kimchi cubes,S_grilled rice cake,S_barley tea,steamed black rice,fried tofu soy paste soup,braised beef and sweet pumpkin,seasoned napa cabbage,radish kimchi cubes
S_potato porridge,#N/A,steamed millet rice,spinach soy paste soup,steamed pork rib,seasoned green bean sprout,napa cabbage kimchi,S_deep-fried shrimp,S_barley tea,steamed sweet brown rice,mushroom perilla seed soup,rolled omelette with salted seaweed,braised anchovy and walnut,napa cabbage kimchi
S_milk (200ml),#N/A,stir-fried rice with chicken in oyster sauce,fried tofu soy paste soup,pan-fried vegetables,#N/A,radish kimchi cubes,S_fried-egg toast,S_barley tea,steamed white rice,beef seaweed soup,grilled Spanish mackerel,seasoned cabbage,radish kimchi cubes
S_shirimp vegetable porridge,#N/A,steamed sweet brown rice,kimchi soup,stir-fried beef and paprika,braised lotus root,radish kimchi cubes,S_pounded rice cake,S_barley tea,steamed millet rice,chive shrimp soup,stir-fried pork and pineapple,seasoned spinach,radish kimchi cubes
S_beef porridge,#N/A,steamed black rice,chard soy paste soup,steamed eggs with bacon,seasoned daikon,napa cabbage kimchi,S_soy-based tteokbokki (stir-fried rice cake),S_barley tea,steamed rice with black beans,dried radish leaf soy paste soup,stir-fried beef,perilla leaf in soy sauce,napa cabbage kimchi
S_soft crab porridge,#N/A,steamed rice with thistle + marinade sauce,zucchini soy paste soup,chicken salad (mustard sauce),#N/A,napa cabbage kimchi,S_garlic bread,S_milk (150ml),steamed millet rice,fried fish paste soup,braised tofu in ketchup,daikon salad,napa cabbage kimchi
S_veggie porridge,#N/A,steamed white rice,tofu soup,stir-fried pork and green bean sprout,steamed cabbage wraps + soy red chilli paste,radish kimchi cubes,S_steamed potato,S_milk (150ml),steamed sweet millet rice,zucchini salted shrimp soup or stew,stir-fried chicken in soy sauce,seasoned thistle,napa cabbage kimchi
S_corn porridge,#N/A,steamed millet rice,rich soy paste stew,steamed pollack in marinade sauce,seasoned salad with canola,radish kimchi cubes,S_cream sauce spaghetti,S_barley tea,steamed sweet brown rice,cabbage soy paste soup,braised pork and vegetables,stir-fried potato,radish kimchi cubes
S_milk (200ml),#N/A,steamed white rice,cream soup,pork cutlet,lettuce salad (kiwi dressing),radish kimchi cubes,S_Sujebi,S_barley tea,steamed black rice,egg soup,grilled halibut,seasoned green bean sprout,napa cabbage kimchi
S_mushroom porridge,#N/A,steamed sweet millet rice,soft tofu stew,stir-fried rice with shrimp,seasoned winter celery,napa cabbage kimchi,S_cheese rice ball,S_barley tea,steamed white rice,canola soy paste soup,pollack nuggets,seasoned salad with cucumber,napa cabbage kimchi
S_egg veggie porridge,#N/A,steamed sweet brown rice,bean powder mugwort  soup,braised pork in soy sauce,seasoned zucchini,napa cabbage kimchi,S_choux pastry,S_milk (150ml),steamed millet rice,mini-udon (white wheat noodles),braised tofu in soy sauce,seasoned salad with burdock slices and peanut,radish kimchi cubes
S_curled mallow soy paste porridge,#N/A,stir-fried rice with chicken and vegetable,clam seaweed soup,#N/A,cabbage salad (thousand island dressing),radish kimchi cubes,S_lotus root fish cake,S_barley tea,steamed black rice,bean sprout soup,hamburger steak,pan-fried zucchini,napa cabbage kimchi
S_pine nut porridge,#N/A,steamed millet rice,mandu (dumpling) soup,grilled tofu + marinade sauce,seasoned salad with broccoli in vinegar marinade,napa cabbage kimchi,S_fermented rice cake,S_barley tea,steamed rice with black beans,spicy dried pollack soup,stir-fried vegetables and fried fish paste,seasoned cabbage,radish kimchi cubes
S_kimchi porridge,#N/A,steamed white rice,napa cabbage soy paste soup,grilled mackerel in curry,seasoned shepherd's purse,radish kimchi cubes,S_pan-fried vegetables with tuna,S_barley tea,steamed sweet millet rice,tofu stew,stir-fried cuttlefish,parboiled broccoli (black sesame sauce),napa cabbage kimchi
S_milk (200ml),#N/A,omelette rice,kimchi soup,#N/A,S_cherry tomato,radish kimchi cubes,S_soboro bun (streusel-like crusted bread),S_barley tea,steamed millet rice,fried fish paste soup,soft tofu + marinade sauce,seasoned spinach,napa cabbage kimchi
S_tuna veggie porridge,#N/A,steamed white rice,seaweed soup,steamed pork rib,seasoned salad with sedum,napa cabbage kimchi,S_cake,S_milk (150ml),steamed sweet millet rice,chive egg  soup,royal-style tteokbokki (stir-fried rice cake),seasoned salad with bean sprout,napa cabbage kimchi
S_abalone porridge,#N/A,steamed white rice,seaweed soup,steamed pork slices,lettuce-wraps + soy red chilli paste,radish kimchi cubes,S_corn bread,S_barley tea,steamed black rice,shepherd's purse soy paste soup,braised chicken drumsticks,seasoned napa cabbage,radish kimchi cubes
